RC Institution,RC Department,RC Registered Course Name,VCS #,VCS Name,Course Title,Course Number,Course Credit level,Course Credit Hours,Edition,Alternate Course Values,Start Date,End Date,Start Year,End Year,Start Semester,End Semester,Start Quarter,End Quarter,A1,B1,C1,C2,D1,D2,D3,D4,D5,E1,5A,5B (B1),5B (B2),5B (B3),5C1-C2,5D1,5D2-D5 (D2),5D2-D5 (D3)
Moscow Institute of Psychoanalysis,Department of Applied Behavior Analysis,4076 BCaBA,4076, BCaBA,Fundamental Elements of Behavior Change and Specific Behavior Change Procedures,III,Graduate,4.5,Fourth Edition,{Title:Elements of Behavior Change and Procedures},8/6/2013,,2013,,,,,,,,,,,40,,5,,,,,,,,,,
Moscow Psychological and Social University,Psychology,4521 BCaBA,4521, BCaBA,Basic Principles in ABA,Module 1,Undergraduate,3,Fourth Edition,,,,2018,,Fall,,,,,20,10,,,15,,,,,,,,,,,,
Moscow Psychological and Social University,Psychology,4521 BCaBA,4521, BCaBA,Comprehensive Functional Assessment of Behavior,Module 2,Undergraduate,3,Fourth Edition,{Title:CFA of Behavior},,,2018,,Fall,,,,,,,,25,20,,,,,,,,,,,,
Moscow Psychological and Social University,Psychology,4521 BCaBA,4521, BCaBA,Individual Treatment Plan; Development and Support,Module 4,Undergraduate,3,Fourth Edition,{Title:ITP; Development and Support},,,2018,,Fall,,,,,5,,,5,,1,5,5,15,,,,,,,,
Moscow Psychological and Social University,Psychology,4521 BCaBA,4521, BCaBA,Advanced Techniques in Applied Behavior Analysis,Module 3,Undergraduate,4,Fourth Edition,{Title:Advanced Techniques in ABA},,,2018,,Fall,,,,15,20,,5,,10,4,,,,,,,,,,,
Multicultural Alliance of Behavior Analysts,MultiABA,4270 BCaBA,4270, BCaBA,Introduction to Ethical and Professional Conduct,MULTABA-3,Graduate,15,Fourth Edition,{Title:MULTABA-3},2/10/2015,,,,,,,,15,,,,,,,,,,,,,,,,,
Multicultural Alliance of Behavior Analysts,MultiABA,4269 BCBA,4269, BCBA,Measurement and Experimental Design I,MULTABA-2,Graduate,15,Fourth Edition,{Number:MULTABA-2},2/10/2015,,,,,,,,,,10,5,,,,,,,,,,,,,,
Multicultural Alliance of Behavior Analysts,MultiABA,4270 BCaBA,4270, BCaBA,Behaviour Change Applications,MULTABA-4,Graduate,45,Fourth Edition,{Number:MULTABA-4},2/10/2015,,,,,,,,,,,,,45,,,,,,,,,,,,
Multicultural Alliance of Behavior Analysts,MultiABA,4269 BCBA,4269, BCBA,Concepts and Principles of Behaviour Analysis,MULTABA-1,Graduate,45,Fourth Edition,{Title:MULTABA-1},2/10/2015,,,,,,,,,45,,,,,,,,,,,,,,,,
Multicultural Alliance of Behavior Analysts,MultiABA,4269 BCBA,4269, BCBA,Intervention and Implementation I,MULTABA-6,Graduate,15,Fourth Edition,{Number:MULTABA-6},2/10/2015,,,,,,,,,,,,,,5,5,5,,,,,,,,,
Multicultural Alliance of Behavior Analysts,MultiABA,4269 BCBA,4269, BCBA,Behaviour Change Applications,MULTABA-4,Graduate,45,Fourth Edition,{Number:MULTABA-4},2/10/2015,,,,,,,,,,,,,45,,,,,,,,,,,,
Multicultural Alliance of Behavior Analysts,MultiABA,4270 BCaBA,4270, BCaBA,Intervention and Implementation I,MULTABA-6,Graduate,15,Fourth Edition,{Number:MULTABA-6},2/10/2015,,,,,,,,,,,,,,5,5,5,,,,,,,,,
Multicultural Alliance of Behavior Analysts,MultiABA,4269 BCBA,4269, BCBA,Ethical and Professional Conduct,MULTABA-8,Graduate,30,Fourth Edition,{Number:MULTABA-8},2/10/2015,,,,,,,,30,,,,,,,,,,,,,,,,,
Multicultural Alliance of Behavior Analysts,MultiABA,4269 BCBA,4269, BCBA,Introduction to Ethical and Professional Conduct,MULTABA-3,Graduate,15,Fourth Edition,{Title:MULTABA-3},2/10/2015,,,,,,,,15,,,,,,,,,,,,,,,,,
Multicultural Alliance of Behavior Analysts,MultiABA,4269 BCBA,4269, BCBA,Intervention and Implementation II,MULTABA-9,Graduate,30,Fourth Edition,{Number:MULTABA-9},2/10/2015,,,,,,,,,,,,,,5,5,5,15,,,,,,,,
Multicultural Alliance of Behavior Analysts,MultiABA,4270 BCaBA,4270, BCaBA,Concepts and Principles of Behaviour Analysis,MULTABA-1,Graduate,45,Fourth Edition,{Title:MULTABA-1},2/10/2015,,,,,,,,,45,,,,,,,,,,,,,,,,
Multicultural Alliance of Behavior Analysts,MultiABA,4270 BCaBA,4270, BCaBA,Measurement and Experimental Design I,MULTABA-2,Graduate,15,Fourth Edition,{Number:MULTABA-2},2/10/2015,,,,,,,,,,10,5,,,,,,,,,,,,,,
Multicultural Alliance of Behavior Analysts,MultiABA,4269 BCBA,4269, BCBA,"Identification, Assessment, and Discretionary",MULTABA-5,Graduate,45,Fourth Edition,{Number:MULTABA-5},2/10/2015,,,,,,,,,,,,30,,,,,15,,,,,,,,
Multicultural Alliance of Behavior Analysts,MultiABA,4270 BCaBA,4270, BCaBA,"Identification, Assessment, and Discretionary",MULTABA-5,Graduate,45,Fourth Edition,{Title:MULTABA-5},2/10/2015,,,,,,,,,,,,30,,,,,15,,,,,,,,
Multicultural Alliance of Behavior Analysts,MultiABA,4269 BCBA,4269, BCBA,Measurement and Experimental Design II,MULTABA-7,Graduate,30,Fourth Edition,{Number:MULTABA-7},2/10/2015,,,,,,,,,,15,15,,,,,,,,,,,,,,
Murray State University,Special Education,51027 BCBA,51027, BCBA,Behavioral Assessment and Intervention,CNS 615,Graduate,3,Fifth Edition,,8/12/2019,,,,,,,,,,,,,,,,,,,10,10,,,10,15,
Murray State University,Special Education,51027 BCBA,51027, BCBA,Advanced Topics in Behavior Analysis,SED 630,Graduate,3,Fifth Edition,,1/13/2020,,,,,,,,,,,,,,,,,,,,10,,,10,10,15
Murray State University,Special Education,51027 BCBA,51027, BCBA,Instructional Assessment and Intervention,CNS 677,Graduate,3,Fifth Edition,,1/13/2020,,,,,,,,,,,,,,,,,,,,10,,,15,20,
Murray State University,Special Education,51027 BCBA,51027, BCBA,Single-Subject Research Designs,SED 610,Graduate,3,Fifth Edition,,7/1/2019,,,,,,,,,,,,,,,,,,,,,,45,,,
Murray State University,Special Education,51027 BCBA,51027, BCBA,School-based Consultation,CNS 687,Graduate,3,Fifth Edition,,1/7/2020,,,,,,,,,,,,,,,,,,,,5,,,10,15,15
Murray State University,Special Education,51027 BCBA,51027, BCBA,Ethical and Professional Practice in Behavior Analysis,SED 620,Graduate,3,Fifth Edition,,8/12/2019,,,,,,,,,,,,,,,,,,45,,,,,,,
Murray State University,Special Education,51027 BCBA,51027, BCBA,Learning Theories and Applications,CNS 620,Graduate,3,Fifth Edition,,5/28/2019,,,,,,,,,,,,,,,,,,,,45,,,,,
National Changhua University of Education,College of Extension Education,4456 BCaBA,4456, BCaBA,Behavior and Syetems Assessment,3,Graduate,,Fourth Edition,,10/1/2017,,,,,,,,,,,,25,15,,,5,,,,,,,,,
National Changhua University of Education,College of Extension Education,4456 BCaBA,4456, BCaBA,Ethics and Professional Issues (I),4,Graduate,,Fourth Edition,,10/1/2017,,,,,,,,15,,,,,,,,,,,,,,,,,
National Changhua University of Education,College of Extension Education,4456 BCaBA,4456, BCaBA,Principles of Behavior/ applied behavior analysis,1,Graduate,,Fourth Edition,,10/1/2017,,,,,,,,,45,,,,,,,,,,,,,,,,
National Changhua University of Education,College of Extension Education,4456 BCaBA,4456, BCaBA,Behavioral intervention/ Behavior Interventions for Severe Behavior Problems,5,Graduate,,Fourth Edition,,10/1/2017,,,,,,,,,,,,5,35,5,,,,,,,,,,,
National Changhua University of Education,College of Extension Education,4456 BCaBA,4456, BCaBA,Research Methods in Applied Behavior Analysis/ Single subject research design,2,Graduate,,Fourth Edition,,10/1/2017,,,,,,,,,,15,15,,,,,,15,,,,,,,,
National Changhua University of Education,College of Extension Education,4457 BCBA,4457, BCBA,Verbal Behavior in application,6,Graduate,,Fourth Edition,,10/1/2017,,,,,,,,,,10,5,,,5,5,5,15,,,,,,,,
National Changhua University of Education,College of Extension Education,4457 BCBA,4457, BCBA,Research Methods in Applied Behavior Analysis,2,Graduate,,Fourth Edition,,10/1/2017,,,,,,,,,,15,15,,,,,,15,,,,,,,,
National Changhua University of Education,College of Extension Education,4457 BCBA,4457, BCBA,Behavioral and Systems Assessment,3,Graduate,,Fourth Edition,,10/1/2017,,,,,,,,,,,,25,15,,,5,,,,,,,,,
National Changhua University of Education,College of Extension Education,4457 BCBA,4457, BCBA,Ethics and Professional Issues (I)(II),4,Graduate,,Fourth Edition,,10/1/2017,,,,,,,,45,,,,,,,,,,,,,,,,,
National Changhua University of Education,College of Extension Education,4457 BCBA,4457, BCBA,Principles of Behavior,1,Graduate,,Fourth Edition,,10/1/2017,,,,,,,,,45,,,,,,,,,,,,,,,,
National Changhua University of Education,College of Extension Education,4457 BCBA,4457, BCBA,Behavioral Interventions,5,Graduate,3,Fourth Edition,,10/1/2017,,,,,,,,,,,,5,30,5,5,,,,,,,,,,
National Changhua University of Education,Education,4220 BCBA,4220, BCBA,Seminar in Applied Behavior Analysis-ethical issues/ Advances in Applied Behavior Analysis- Ethical issues,unknown,Graduate,3,Fourth Edition,,9/1/2014,,,,,,,,45,,,,,,,,,,,,,,,,,
National Changhua University of Education,Education,4220 BCBA,4220, BCBA,Seminar in Rehabilitation Counseling for Individuals with Autism,unknown,Graduate,3,Fourth Edition,,9/1/2014,,,,,,,,,5,,,10,20,,,,10,,,,,,,,
National Changhua University of Education,Education,4220 BCBA,4220, BCBA,Single-Subject Research Design,no number,Graduate,3,Fourth Edition,,9/1/2014,,,,,,,,,,25,20,,,,,,,,,,,,,,
National Changhua University of Education,Education,4220 BCBA,4220, BCBA,Applied Behavior Analysis,no number,Graduate,3,Fourth Edition,,9/1/2014,,,,,,,,,40,,,,,,,,5,,,,,,,,
National Changhua University of Education,Education,4220 BCBA,4220, BCBA,Field Experience/ Field Experience of ABA/ Applied behavior practicum,unknown,Graduate,3,Fourth Edition,,9/1/2014,,,,,,,,,,,,,15,5,,10,15,,,,,,,,
National Changhua University of Education,Education,4220 BCBA,4220, BCBA,Behavior Interventions for Severe Behavior Problems,unknown,Graduate,3,Fourth Edition,,9/1/2014,,,,,,,,,,,,20,10,5,10,,,,,,,,,,
National Louis University,Behavior Analysis,4447 BCBA,4447, BCBA,Function Assess & Intervention,ABA 511,Graduate,4,Fourth Edition,{Term:Winter}{Year:2018},1/13/2018,,,,,,,,,,,,24,24,9,3,,,,,,,,,,
National Louis University,Behavior Analysis,4447 BCBA,4447, BCBA,Supervision & Training in ABA,ABA 520,Graduate,3,Fourth Edition,{Term:Spring}{Year:2018},4/2/2018,,,,,,,,,,,,11,,5,,29,,,,,,,,,
National Louis University,Behavior Analysis,4447 BCBA,4447, BCBA,Concepts & Principles of ABA,ABA 500,Graduate,3,Fourth Edition,{Term:Fall}{Year:2017},9/11/2017,,,,,,,,,45,,,,,,,,,,,,,,,,
National Louis University,Behavior Analysis,4447 BCBA,4447, BCBA,Skills Assess and Intervention,ABA 510,Graduate,4,Fourth Edition,{Term:Winter}{Year:2018},1/8/2018,,,,,,,,,,,,12,22,18,8,,,,,,,,,,
National Louis University,Behavior Analysis,4447 BCBA,4447, BCBA,Ethics in ABA,ABA 515,Graduate,3,Fourth Edition,{Term:Fall}{Year:2017},9/11/2017,,,,,,,,45,,,,,,,,,,,,,,,,,
National Louis University,Behavior Analysis,4447 BCBA,4447, BCBA,Measure & Research Methods,ABA 501,Graduate,4,Fourth Edition,{Term:Fall}{Year:2017},9/11/2017,,,,,,,,,,36,24,,,,,,,,,,,,,,
National Louis University,Behavior Analysis,4448 BCBA,4448, BCBA,Ethics in ABA,ABA 515,Graduate,3,Fourth Edition,{Term:Fall}{Year:2017},9/11/2017,,,,,,,,45,,,,,,,,,,,,,,,,,
National Louis University,Behavior Analysis,4448 BCBA,4448, BCBA,Concepts and Principles of Applied Behavior Analysis,ABA 500,Graduate,3,Fourth Edition,{Term:Fall}{Year:2017},9/11/2017,,,,,,,,,45,,,,,,,,,,,,,,,,
National Louis University,Behavior Analysis,4448 BCBA,4448, BCBA,Function Assess & Intervention,ABA 611,Graduate,4,Fourth Edition,{Term:Winter}{Year:2018},1/13/2018,,,,,,,,,,,,24,24,9,3,,,,,,,,,,
National Louis University,Behavior Analysis,4448 BCBA,4448, BCBA,Supervision & Training in ABA,ABA 620,Graduate,3,Fourth Edition,{Term:Spring}{Year:2018},4/2/2018,,,,,,,,,,,,11,,5,,29,,,,,,,,,
National Louis University,Behavior Analysis,4448 BCBA,4448, BCBA,Skills Assess and Intervention,ABA 610,Graduate,4,Fourth Edition,{Term:Winter}{Year:2018},1/8/2018,,,,,,,,,,,,12,22,18,8,,,,,,,,,,
National Louis University,Behavior Analysis,4448 BCBA,4448, BCBA,Measure & Research Methods,ABA 501,Graduate,4,Fourth Edition,{Term:Fall}{Year:2017},9/11/2017,,,,,,,,,,36,24,,,,,,,,,,,,,,
National Louis University,Behavior Analysis,51180 BCBA,51180, BCBA,Supervision & Training in ABA,ABA 620,Graduate,3,Fifth Edition,{Term:Winter}{Year:2019},1/14/2019,,,,,,,,,,,,,,,,,,,,,,,,5,40
National Louis University,Behavior Analysis,51180 BCBA,51180, BCBA,Radical Behaviorism,ABA 516,Graduate,3,Fifth Edition,{Term:Winter}{Year:2019},1/14/2019,,,,,,,,,,,,,,,,,,,45,,,,,,
National Louis University,Behavior Analysis,51180 BCBA,51180, BCBA,Ethics in ABA,ABA 515,Graduate,3,Fifth Edition,{Term:Winter}{Year:2019},1/14/2019,,,,,,,,,,,,,,,,,,45,,,,,,,
National Louis University,Behavior Analysis,51180 BCBA,51180, BCBA,Measure & Research Methods,ABA 501,Graduate,4,Fifth Edition,{Term:Winter}{Year:2019},1/13/2019,,,,,,,,,,,,,,,,,,,,,,60,,,
National Louis University,Behavior Analysis,51180 BCBA,51180, BCBA,Concepts & Principles of ABA,ABA 500,Graduate,3,Fifth Edition,{Term:Winter}{Year:2019},1/13/2019,,,,,,,,,,,,,,,,,,,,45,,,,,
National Louis University,Behavior Analysis,51180 BCBA,51180, BCBA,Function Assess & Intervention,ABA 611,Graduate,4,Fifth Edition,{Term:Winter}{Year:2019},1/14/2019,,,,,,,,,,,,,,,,,,,,,,,30,30,
National Louis University,Behavior Analysis,51180 BCBA,51180, BCBA,Skills Assess & Intervention,ABA 610,Graduate,4,Fifth Edition,{Term:Winter}{Year:2019},1/16/2019,,,,,,,,,,,,,,,,,,,5,,,,20,35,
National Louis University,Behavior Analysis,51179 BCBA,51179, BCBA,Ethics in ABA,ABA 515,Graduate,3,Fifth Edition,{Term:Winter}{Year:2019},1/14/2019,,,,,,,,,,,,,,,,,,45,,,,,,,
National Louis University,Behavior Analysis,51179 BCBA,51179, BCBA,Function Assess & Intervention,ABA 511,Graduate,4,Fifth Edition,{Term:Winter}{Year:2019},1/14/2019,,,,,,,,,,,,,,,,,,,,,,,30,30,
National Louis University,Behavior Analysis,51179 BCBA,51179, BCBA,Measure & Research Methods,ABA 501,Graduate,4,Fifth Edition,{Term:Winter}{Year:2019},1/13/2019,,,,,,,,,,,,,,,,,,,,,,60,,,
National Louis University,Behavior Analysis,51179 BCBA,51179, BCBA,Skills Assess & Intervention,ABA 510,Graduate,4,Fifth Edition,{Term:Winter}{Year:2019},1/16/2019,,,,,,,,,,,,,,,,,,,5,,,,20,35,
National Louis University,Behavior Analysis,51179 BCBA,51179, BCBA,Concepts & Principles in ABA,ABA 500,Graduate,3,Fifth Edition,{Term:Winter}{Year:2019},1/13/2019,,,,,,,,,,,,,,,,,,,,45,,,,,
National Louis University,Behavior Analysis,51179 BCBA,51179, BCBA,Radical Behaviorism,ABA 516,Graduate,3,Fifth Edition,{Term:Winter}{Year:2019},1/14/2019,,,,,,,,,,,,,,,,,,,45,,,,,,
National Louis University,Behavior Analysis,51179 BCBA,51179, BCBA,Supervision & Training in ABA,ABA 520,Graduate,3,Fifth Edition,{Term:Winter}{Year:2019},1/14/2019,,,,,,,,,,,,,,,,,,,,,,,,5,40
National Pingtung University,Special Education,4486 BCBA,4486, BCBA,Single Subject Design,SPI 1205/SEN 1203,Graduate,3,Fourth Edition,{Title:Single Subject Design}{Number:SPI 1205}{Number:SEN 1203},,,2018,,Spring,,,,,5,18,15,6,2,4,1,3,,,,,,,,,
National Pingtung University,Special Education,4486 BCBA,4486, BCBA,Seminar in Applied Behavior Analysis,SPI 2115,Graduate,3,Fourth Edition,{Title:Seminar in Applied Behavior Analysis},,,2018,,Spring,,,,,20,3,3,6,14,3,2,3,,,,,,,,,
National Pingtung University,Special Education,4486 BCBA,4486, BCBA,Seminar in Autism,SPI 2104/SEN 2102,Graduate,3,Fourth Edition,{Title:Seminar in Autism}{Number:SPI 2104}{Number:SEN 2102},,,2018,,Spring,,,,,10,2,2,10,17,5,3,5,,,,,,,,,
National Pingtung University,Special Education,4486 BCBA,4486, BCBA,Seminar in Emotional and/or Behavioral Disorder,SPI 2220/SEN 2105,Graduate,3,Fourth Edition,{Number:SPI 2220}{Number:SEN 2105}{Title:Seminar in Emotional and/or Behavioral Disorder},,,2018,,Spring,,,,,10,2,,8,12,4,4,3,11,,,,,,,,
National Pingtung University,Special Education,4486 BCBA,4486, BCBA,Ethics of Applied Behavior Analysis,SPI 2231/SEN 2217,Graduate,3,Fourth Edition,{Number:SPI 2231}{Number:SEN 2217}{Title:Ethics of Applied Behavior Analysis},,,2018,,Spring,,,,54,,,,,,,,,,,,,,,,,
National University,Educational Administration/School Counseling/Psychology,4147 BCBA,4147, BCBA,Advanced Applications in Applied Behavior Analysis-I: Mental Health and Educational Settings (Winter 2014),ABA 604,Graduate,4.5,Fourth Edition,,10/1/2019,,,,,,,,,5,,,10,10,,5,5,10,,,,,,,,
National University,Educational Administration/School Counseling/Psychology,4147 BCBA,4147, BCBA,"Behavior Assessment, Research Design, and Analysis (Winter 2014)",ABA 601,Graduate,4.5,Fourth Edition,,10/1/2019,,,,,,,,,,20,10,10,,,,,5,,,,,,,,
National University,Educational Administration/School Counseling/Psychology,4147 BCBA,4147, BCBA,Ethics for Behavior Analysts (Winter 2014),ABA 606,Graduate,4.5,Fourth Edition,,10/1/2019,,,,,,,,45,,,,,,,,,,,,,,,,,
National University,Educational Administration/School Counseling/Psychology,4147 BCBA,4147, BCBA,Processes of Applied Behavior Analysis (Winter 2014),ABA 602,Graduate,4.5,Fourth Edition,,10/1/2019,,,,,,,,,20,5,10,,10,,,,,,,,,,,,
National University,Educational Administration/School Counseling/Psychology,4147 BCBA,4147, BCBA,Basics of Behavior Analysis (Winter 2014),ABA 600,Graduate,4.5 qtr hrs,Fourth Edition,,10/1/2019,,,,,,,,,5,,,10,15,,5,5,5,,,,,,,,
National University,Educational Administration/School Counseling/Psychology,4147 BCBA,4147, BCBA,Applications of Applied Behavior Analysis  (Winter 2014),ABA 603,Graduate,4.5,Fourth Edition,,10/1/2019,,,,,,,,,15,,,,10,15,5,,,,,,,,,,
"National University of Ireland, Galway",Psychology,51074 BCBA,51074, BCBA,Advanced Behaviour Systems,PS6123,Graduate,45,Fifth Edition,,1/9/2019,,,,,,,,,,,,,,,,,,,,45,,,,,
"National University of Ireland, Galway",Psychology,51074 BCBA,51074, BCBA,Principles of Applied Behaviour Analysis,PS512,Graduate,45,Fifth Edition,,1/9/2019,,,,,,,,,,,,,,,,,,,22,23,,,,,
"National University of Ireland, Galway",Psychology,51074 BCBA,51074, BCBA,Personnel Supervision and Management,PS6154,Graduate,36,Fifth Edition,,1/9/2019,,,,,,,,,,,,,,,,,,,,,,,,,30
"National University of Ireland, Galway",Psychology,51074 BCBA,51074, BCBA,Applied Project 1,PS508,Graduate,24,Fifth Edition,,1/9/2019,,,,,,,,,,,,,,,,,,,,,,,,24,
"National University of Ireland, Galway",Psychology,51074 BCBA,51074, BCBA,Behaviour Change Procedures,PS511,Graduate,36,Fifth Edition,,1/9/2019,,,,,,,,,,,,,,,,,,,,,,,,36,
"National University of Ireland, Galway",Psychology,51074 BCBA,51074, BCBA,Research Methods and Design,PS513,Graduate,45,Fifth Edition,,1/9/2019,,,,,,,,,,,,,,,,,,,,,,45,,,
"National University of Ireland, Galway",Psychology,51074 BCBA,51074, BCBA,"Ethics, Professional Conduct and Clinical Practice",PS6121,Graduate,36,Fifth Edition,,1/9/2019,,,,,,,,,,,,,,,,,,45,,,,,,,
"National University of Ireland, Galway",Psychology,4297 BCBA,4297, BCBA,Applied Project I,PS508,Graduate,10,Fourth Edition,,1/1/2020,,,,,,,,,9,4,5,,9,4,,,,,,,,,,,
"National University of Ireland, Galway",Psychology,4297 BCBA,4297, BCBA,Developmental Disorders,PS519,Graduate,10,Fourth Edition,,1/1/2020,,,,,,,,,,,,,,,,,36,,,,,,,,
"National University of Ireland, Galway",Psychology,4297 BCBA,4297, BCBA,"Ethics, Professional  Conduct and Clinical Practice 2",PS6122,Graduate,10,Fourth Edition,,9/1/2019,,,,,,,,12,,,,,,,,10,,,,,,,,,
"National University of Ireland, Galway",Psychology,4297 BCBA,4297, BCBA,Principles of Applied Behaviour Analysis,PS512,Graduate,10,Fourth Edition,,9/1/2019,,,,,,,,,36,,,,,,,,,,,,,,,,
"National University of Ireland, Galway",Psychology,4297 BCBA,4297, BCBA,Advanced Behaviour Systems,PS6123,Graduate,10,Fourth Edition,,9/1/2019,,,,,,,,,,,,,,,10,,,,,,,,,,
"National University of Ireland, Galway",Psychology,4297 BCBA,4297, BCBA,Behaviour Assessment and Intervention,PS6120,Graduate,10,Fourth Edition,,9/1/2019,,,,,,,,,,,,30,,6,,,,,,,,,,,
"National University of Ireland, Galway",Psychology,4297 BCBA,4297, BCBA,Behaviour Change Procedures,PS511,Graduate,10,Fourth Edition,,1/1/2020,,,,,,,,,,,,,36,,,,,,,,,,,,
"National University of Ireland, Galway",Psychology,51074 BCBA,51074, BCBA,Behaviour Assessment,PS6155,Graduate,45,Fifth Edition,,1/9/2019,,,,,,,,,,,,,,,,,,,,,,,45,,
"National University of Ireland, Galway",Psychology,4297 BCBA,4297, BCBA,"Ethics, Professional Conduct and Clinical Practice 1",PS6121,Graduate,10,Fourth Edition,,9/1/2019,,,,,,,,33,,,,,,,,,,,,,,,,,
"National University of Ireland, Galway",Psychology,4297 BCBA,4297, BCBA,Research Methods & Design,PS513,Graduate,10,Fourth Edition,,1/1/2020,,,,,,,,,,21,15,,,,,,,,,,,,,,
Niagara College,Community Services,4312 BCaBA,4312, BCaBA,Behavioural Skill Building,EDUC 9117,Graduate,56,Fourth Edition,,1/1/2018,,,,,,,,,8,,,6,39,3,,,,,,,,,,,
Niagara College,Community Services,4312 BCaBA,4312, BCaBA,Introduction to Applied Behaviour Analysis,EDUC 9131,Graduate,56,Fourth Edition,,9/4/2017,,,,,,,,,34,4,3,6,6,,,,3,,,,,,,,
Niagara College,Community Services,4312 BCaBA,4312, BCaBA,Ethics and Professionalism,EDUC 9242,Graduate,28,Fourth Edition,,9/3/2018,,,,,,,,15,,,,3,,,,5,5,,,,,,,,
Niagara College,Community Services,4312 BCaBA,4312, BCaBA,Treating Challenging Behaviour,EDUC 9175,Graduate,42,Fourth Edition,,1/1/2018,,,,,,,,,3,6,3,15,,3,5,,7,,,,,,,,
Nicholls State University,Education,51157 BCBA,51157, BCBA,Professional Workshop: Advanced Behavior Analysis/Verbal Behavior,EDCI 593,Graduate,3,Fifth Edition,{Term:Summer}{Year:2020},6/1/2020,,,,,,,,,,,,,,,,,,,45,,,,,,
Nicholls State University,Education,51157 BCBA,51157, BCBA,Behavioral Inteventions,EDCI 557,Graduate,3,Fifth Edition,{Term:Summer}{Year:2020},6/1/2020,,,,,,,,,,,,,,,,,,,,,,,45,,
Nicholls State University,Education,51157 BCBA,51157, BCBA,Practicum III in Teaching as Applied Behavior Analysis,EDCI 549,Graduate,3,Fifth Edition,{Term:Summer}{Year:2020},6/1/2020,,,,,,,,,,,,,,,,,,,,,,,,15,30
